accounts_opened,bankruptcies,collections,credit_history,credit_inquiries_last_6_months,judgements,past_due_accounts,open_accounts,card_utilization,tax_liens,high_credit_limit,annual_income,historical_result
20,0,0,128,14,0,0,16,0.329029,0,398421,126000,FALSE
0,0,2,99,0,0,1,1,0,0,10500,60000,TRUE
1,0,1,172,0,0,1,2,0,0,34886,90000,FALSE
12,0,2,355,2,0,1,8,0.470016,0,44851,10000,FALSE
0,0,5,129,0,0,0,0,0,0,0,18000,TRUE
6,0,3,96,3,0,0,6,0.05456,0,64347,32000,FALSE
11,0,3,124,3,0,0,9,0.469599,0,23891,51000,FALSE
2,0,6,252,5,0,0,2,0,0,65110,101800,FALSE
1,0,4,179,1,0,0,1,0.96,0,200,25000,FALSE
13,0,0,132,5,0,0,19,0.855,0,110821,35200,FALSE
4,0,2,234,2,0,0,7,0.5648,0,15325,32000,FALSE
6,0,0,115,0,0,1,11,0.918046,0,78742,52000,FALSE
0,0,0,373,0,0,0,1,0,0,7830,25000,FALSE
0,0,7,126,1,0,0,2,0,0,4750,32000,TRUE
7,0,1,209,1,0,0,8,0.970056,0,38961,63000,FALSE
6,0,0,244,2,0,0,7,0.987892,0,30395,39000,FALSE
8,0,0,17,1,0,0,8,0.901818,0,27838,11000,FALSE
0,0,3,268,0,0,0,1,0.254918,0,6100,14000,FALSE
8,0,0,105,0,0,0,7,0.75963,0,89846,42000,FALSE
5,0,4,195,2,0,0,4,0.0193846,0,14627,52500,FALSE
1,0,4,90,2,0,0,4,0.452,0,25669,30000,FALSE
3,0,0,176,0,0,0,3,0.316776,0,23801,52000,FALSE
12,0,0,217,11,0,0,14,0.856156,0,69451,70000,FALSE
0,0,0,40,2,0,0,1,0.713,0,1000,20000,FALSE
0,0,4,239,6,0,0,1,0,0,36399,28000,FALSE
6,0,0,81,1,0,0,6,0.585842,0,29719,22000,FALSE
5,1,2,284,1,0,0,14,0.821071,0,176979,60500,FALSE
10,0,0,98,0,0,0,11,0.647706,0,122629,34000,FALSE
1,0,0,156,3,0,0,3,0.886,0,286591,51000,FALSE
4,0,0,163,1,0,0,4,0.446762,0,23947,68000,FALSE
0,0,1,113,1,0,0,1,1.56333,0,300,21000,FALSE
3,0,0,235,1,0,0,7,0.315207,0,55875,48000,FALSE
1,0,3,259,0,0,0,0,0,0,0,24000,FALSE
11,0,5,143,1,0,0,3,0,0,2330,20000,FALSE
1,0,2,238,4,0,0,1,0.4,0,200,70000,FALSE
3,0,1,205,0,0,0,14,0.841333,0,57677,42000,FALSE
3,0,1,55,5,0,0,5,0.643,0,31769,28000,FALSE
3,0,1,191,0,0,0,7,0.6016,0,34706,30000,FALSE
2,0,4,113,3,0,0,11,0,0,55848,30000,FALSE
0,0,1,242,0,0,0,1,0,0,13393,20000,FALSE
2,0,1,116,0,0,0,0,0,0,0,15000,TRUE
2,0,2,126,2,0,0,1,0,0,11266,60000,FALSE
3,0,0,299,2,0,1,4,0.68625,0,38233,88000,FALSE
6,0,2,256,0,0,0,6,0.545414,0,17653,0,FALSE
2,0,2,43,2,0,0,1,0,0,18644,20000,FALSE
4,0,1,253,1,0,0,4,0.998174,0,84167,79040,FALSE
12,0,0,235,13,0,9,3,0,0,14139,30000,TRUE
5,0,0,102,2,0,0,19,0.8583,0,217905,45000,FALSE
1,0,1,64,1,0,0,2,0,0,14726,38000,FALSE
4,0,0,40,1,0,0,4,0.931667,0,5350,0,FALSE
5,0,0,219,4,0,0,8,0.959463,0,433221,58112,FALSE
0,0,0,191,1,0,0,0,0,0,0,55000,FALSE
5,0,0,50,1,0,0,10,0.314444,0,39249,19000,FALSE
3,0,3,44,10,1,1,2,0,0,9919,0,TRUE
3,0,0,105,4,0,0,3,1.06968,0,1306,28000,FALSE
3,0,0,337,3,0,0,3,0.517895,0,5700,25000,FALSE
7,0,1,98,5,0,0,7,0.545,0,20763,30000,FALSE
4,0,0,122,1,0,0,9,0.95059,0,124570,72000,FALSE
0,0,1,119,2,0,0,1,0.515952,0,4200,24000,FALSE
5,0,0,157,2,0,0,9,0.896,0,113024,19200,FALSE
8,0,0,69,0,0,0,11,0.533952,0,61887,36000,FALSE
4,0,2,76,1,0,0,4,0.548333,0,8700,35000,FALSE
2,0,0,242,0,0,0,8,0.737642,0,135994,138203,FALSE
2,0,1,270,2,0,0,2,0,0,36551,74000,FALSE
3,0,4,113,0,3,0,6,0,0,24425,57000,FALSE
19,0,2,145,2,0,3,27,1.00903,0,153444,53300,FALSE
3,0,0,67,0,0,0,3,0.387003,0,42926,25920,FALSE
16,0,0,161,3,0,0,9,0.278646,0,118152,30500,FALSE
1,0,0,81,0,0,0,0,0,0,0,28800,FALSE
7,0,0,86,0,0,0,13,0.74496,0,27250,50000,FALSE
4,0,0,16,4,0,0,3,0.981538,0,15086,16000,FALSE
4,0,0,214,0,0,1,4,1.08565,0,25441,33000,TRUE
21,0,0,208,12,0,0,21,0.774194,0,224933,90000,FALSE
11,0,0,131,3,0,0,20,0.781908,0,212298,62500,FALSE
10,0,3,314,2,0,0,6,0.755833,0,95262,38000,FALSE
0,0,1,73,0,0,0,3,0.89,0,19519,28775,FALSE
3,0,0,233,5,0,0,9,0.547186,0,170031,195000,FALSE
0,0,6,80,0,0,0,1,0,0,5500,32680,FALSE
3,0,0,28,0,0,0,2,0.947576,0,3300,28000,FALSE
15,0,1,220,0,0,0,20,0.431481,0,295902,95000,FALSE
4,0,0,6,2,0,0,4,0.582,0,19802,65000,FALSE
6,0,2,168,0,0,0,3,0.96,0,37097,40000,TRUE
4,0,0,69,1,0,0,14,0.828387,0,49852,33000,FALSE
4,0,1,89,0,0,0,4,1.00273,0,21388,11678,FALSE
5,0,0,393,1,0,0,7,0.960996,0,39793,65000,FALSE
1,0,1,189,1,0,0,2,0.36375,0,51889,10100,FALSE
2,0,0,42,9,0,0,3,0.421905,0,34820,70000,FALSE
5,0,0,173,3,0,0,5,0.909091,0,22679,50000,FALSE
2,0,1,68,0,0,0,1,0,0,30565,0,TRUE
0,0,7,187,1,0,0,1,0,0,11508,36000,TRUE
5,0,0,54,0,0,0,13,1.01565,0,37074,20000,FALSE
13,0,0,105,1,0,0,13,0.634556,0,168401,25000,FALSE
3,0,0,338,0,1,2,16,0.926669,0,68844,52000,FALSE
9,0,0,150,1,0,0,14,0.470348,0,195314,70000,FALSE
5,0,0,62,0,0,0,15,0.0363725,0,46151,24000,FALSE
8,0,6,64,3,0,0,15,0,0,33334,36000,FALSE
1,1,0,76,0,0,0,3,0.339551,0,3163,5664,FALSE
4,0,0,143,0,0,0,12,0.718558,0,35437,50000,FALSE
2,0,0,336,1,0,0,7,0.577034,0,42010,43000,FALSE
4,0,1,146,0,0,0,4,0.648684,0,42688,40000,FALSE
16,0,0,105,3,0,1,26,0.775341,0,91887,25000,FALSE
3,0,2,179,10,0,1,4,0.837,0,48000,22000,FALSE
15,0,0,43,2,0,0,11,0.0386329,0,95920,75000,FALSE
8,0,0,15,1,0,0,4,0.937353,0,3400,1500,FALSE
0,0,4,103,1,0,0,4,0,0,20000,31000,TRUE
5,0,1,150,1,0,0,6,0.959633,0,18770,60000,FALSE
5,0,3,175,5,0,0,5,0.464,0,13492,50000,FALSE
5,0,0,167,1,0,0,34,0.728634,0,406334,50000,FALSE
4,0,0,207,6,0,0,13,0,0,37270,39400,FALSE
1,0,6,243,2,1,0,1,0,0,15100,80000,FALSE
1,0,0,81,0,0,1,7,0,0,66359,35700,FALSE
2,0,0,251,1,0,1,1,0,0,7969,60000,FALSE
1,0,4,223,1,0,0,7,0,0,33443,40000,FALSE
0,0,2,215,0,0,0,2,0,0,44735,34200,FALSE
4,0,0,317,0,0,0,3,0.4215,0,41132,1200,FALSE
0,0,2,138,2,0,2,2,0,0,22094,34000,TRUE
2,0,6,100,0,0,0,9,0.924444,0,21200,62400,FALSE
1,0,4,143,6,0,0,1,0,0,34262,65000,FALSE
2,0,6,190,5,0,0,0,0,0,0,35000,TRUE
3,0,0,18,3,0,0,1,0,0,14730,600,FALSE
4,0,1,115,0,0,0,35,0.387363,0,135380,30000,FALSE
2,0,1,242,0,0,0,7,0,0,23724,20400,FALSE
4,0,0,152,2,0,0,4,0.956071,0,2800,72000,FALSE
2,0,0,7,2,0,0,2,0.016,0,9000,17000,FALSE
10,0,0,274,1,0,0,13,0.601075,0,69222,45000,FALSE
15,0,0,363,4,0,0,16,0.891391,0,272107,74263,FALSE
36,0,2,252,2,0,3,9,1.30706,0,21222,32000,FALSE
6,0,3,195,0,0,0,22,0.94455,0,74538,56000,FALSE
3,0,1,122,2,0,1,7,0,0,48173,45000,FALSE
1,0,1,272,1,0,0,1,0.903333,0,300,32000,FALSE
2,0,4,198,1,0,0,3,0.938,0,10500,60000,FALSE
1,1,2,310,2,0,0,7,0,0,33092,40000,FALSE
3,0,2,164,1,0,0,1,0.149584,0,361,24000,TRUE
3,0,1,81,3,0,0,1,0,0,1000,22394,TRUE
1,0,5,103,1,0,0,2,0,0,34038,25000,FALSE
5,0,0,188,0,0,0,12,0.606969,0,157575,80000,FALSE
6,0,5,99,1,0,0,8,0.86,0,32849,19000,TRUE
5,0,2,144,1,0,0,3,0.63125,0,1250,35000,FALSE
4,0,0,35,0,0,0,3,0,0,13363,12000,FALSE
11,0,3,335,3,0,0,14,0.909055,0,334554,113000,FALSE
5,0,8,98,10,0,0,5,0.40375,0,32893,40000,FALSE
2,0,0,119,0,0,0,3,0.916074,0,8150,52000,FALSE
11,0,0,186,4,0,0,12,0.684025,0,204535,89440,FALSE
0,0,8,84,0,0,0,1,0,0,5581,5244,FALSE
0,0,4,130,0,0,0,3,0,0,9500,24000,FALSE
2,0,1,241,0,0,0,2,0,0,27465,12000,TRUE
1,0,3,215,0,0,0,1,1,0,250,30000,FALSE
10,0,0,123,1,0,0,10,0.838949,0,494386,84000,FALSE
3,0,0,65,1,0,0,6,0.349417,0,19000,50000,FALSE
4,0,3,87,1,0,0,8,1.142,0,72438,65000,FALSE
3,0,1,192,2,0,1,8,0.709375,0,80348,60000,FALSE
0,0,1,156,0,0,0,3,0,0,116364,20160,FALSE
1,0,8,254,1,3,0,16,0,0,59818,30000,TRUE
3,0,0,33,0,0,0,2,1,0,6578,24000,FALSE
8,0,0,141,2,0,0,8,0.961328,0,40975,50000,FALSE
2,0,3,228,0,0,0,4,1.00407,0,66832,220000,TRUE
4,0,3,156,2,0,0,11,0.799583,0,20913,35000,FALSE
5,0,0,52,1,0,0,9,0.854093,0,42357,25000,FALSE
5,0,0,37,0,0,0,2,1.01,0,27299,35000,FALSE
1,0,1,207,3,0,0,15,1.31,0,72735,22800,FALSE
1,0,0,16,5,0,0,1,0,0,8868,10000,FALSE
1,0,3,224,0,0,1,2,0,0,0,24000,FALSE
3,0,6,70,8,0,0,1,0,0,14597,25000,FALSE
5,0,3,42,0,0,0,0,0,0,0,0,TRUE
11,0,0,368,6,0,0,13,0.39248,0,164829,70000,FALSE
4,0,1,327,1,0,0,8,0.443893,0,13100,44000,FALSE
0,0,5,77,1,0,0,0,0,0,0,2952,TRUE
0,0,4,45,0,0,0,2,0,0,10547,34000,TRUE
4,0,0,175,3,0,2,6,1.21682,0,12062,55000,FALSE
3,0,0,302,0,0,0,9,0.955846,0,213752,67000,FALSE
4,0,0,20,2,0,0,4,0.167,0,22651,22000,FALSE
2,0,2,293,1,0,0,2,0,0,19932,29000,FALSE
0,0,3,124,2,0,0,1,0,0,106663,60000,FALSE
15,0,0,270,1,0,0,31,0.837144,0,166414,100000,FALSE
19,0,5,394,6,0,1,10,0.825789,0,34631,87000,FALSE
2,0,2,208,1,0,0,4,0,0,9500,30000,FALSE
5,0,0,14,3,0,0,5,0.572759,0,23519,35000,FALSE
1,0,0,105,0,0,0,2,0.110909,0,3300,48000,FALSE
5,0,0,398,1,0,0,13,0.716998,0,807226,200000,FALSE
8,0,3,216,6,0,0,15,1.02913,0,34388,20000,FALSE
0,0,6,129,1,0,0,7,0,0,26848,600,FALSE
5,0,0,95,1,0,0,5,0.377713,0,18800,60000,FALSE
2,1,0,376,4,0,0,1,0.876667,0,300,26000,FALSE
8,0,0,222,1,0,0,7,0.532222,0,73357,185000,FALSE
5,0,8,174,1,0,0,1,0,0,1836,30500,TRUE
0,0,7,363,4,0,0,5,0,0,37023,48000,FALSE
8,0,0,67,2,0,1,8,0.75282,0,60196,52000,FALSE
0,0,4,110,0,0,0,1,0,0,13652,30200,FALSE
10,0,2,150,16,0,0,6,1.0475,0,133662,43200,FALSE
2,0,1,173,4,0,0,1,0,0,360,27000,FALSE
3,0,0,158,0,0,0,5,0.530676,0,25490,47000,FALSE
2,0,0,55,2,0,0,4,0.885789,0,33312,80000,FALSE
9,0,0,105,3,0,0,11,0.169612,0,38759,128850,FALSE
3,0,0,62,0,0,0,8,0.943889,0,18800,12600,FALSE
0,0,0,67,2,0,0,1,0.771111,0,900,32000,FALSE
11,0,0,54,2,0,0,19,0.782611,0,61053,28000,FALSE
0,0,7,204,1,0,0,1,0,0,2625,32000,TRUE
2,0,0,95,1,0,0,5,0.247701,0,216475,26937,FALSE
4,0,0,47,3,0,0,6,0.428,0,43449,48000,FALSE
4,0,2,291,2,0,0,5,0.972558,0,13601,50000,FALSE
5,0,0,73,1,0,0,8,0.362407,0,27009,62000,FALSE
13,0,5,296,7,0,1,3,0,0,15438,49990,TRUE
0,0,0,208,0,0,0,0,0,0,0,15000,TRUE
1,0,4,109,0,0,0,1,0,0,22155,60320,TRUE
4,0,1,186,1,0,0,9,0.204754,0,120031,65000,FALSE
3,0,0,153,3,0,0,8,0.369069,0,196134,50800,FALSE
15,0,0,86,5,0,0,21,0.940385,0,275266,111600,FALSE
4,1,2,101,8,0,0,2,0.856444,0,2250,20000,FALSE
1,0,5,201,0,0,0,0,0,0,0,24000,TRUE
7,0,4,91,1,0,0,3,0.0734,0,21488,30000,FALSE
6,0,0,70,6,0,0,5,0.453369,0,3710,15000,FALSE
2,0,2,63,7,0,0,2,0.951667,0,1200,31200,FALSE
2,0,0,67,4,0,0,3,0.43,0,25499,12600,FALSE
0,0,1,155,0,0,0,0,0,0,0,39000,FALSE
3,0,0,182,0,0,0,16,0.0957143,0,60606,80000,FALSE
1,0,0,310,0,0,0,1,0,0,6850,38000,FALSE
7,0,0,52,2,0,0,2,0,0,1172,15000,FALSE
1,0,0,127,1,0,0,0,0,0,0,18000,FALSE
13,0,1,359,8,0,0,34,0.67625,0,142629,19980,FALSE
4,0,0,175,1,0,0,7,0,0,408885,43000,FALSE
3,0,0,8,5,0,0,3,0.5024,0,1250,60000,FALSE
1,0,0,70,2,0,0,3,0,0,32143,63200,FALSE
0,0,5,186,1,0,0,4,0,0,12667,25000,FALSE
2,0,0,22,1,0,0,2,0,0,9500,600,FALSE
2,0,0,60,0,0,0,2,0,0,5212,16000,FALSE
5,0,1,182,11,0,0,12,0.0429012,0,46158,30000,FALSE
2,0,0,148,10,0,0,2,0.00230769,0,1300,25000,FALSE
5,0,5,116,0,0,0,8,0,0,23121,70000,TRUE
1,0,0,44,6,0,0,3,0,0,23840,30000,FALSE
10,0,0,97,2,0,0,15,0.446905,0,209891,36000,FALSE
1,0,5,165,0,0,1,4,1.405,0,42960,20000,FALSE
5,0,2,119,6,0,0,12,0.852486,0,120003,25000,FALSE
0,0,3,193,0,0,0,1,0,0,22800,30000,TRUE
3,0,0,395,0,0,0,9,0.065088,0,103518,118500,FALSE
6,0,1,145,0,0,0,7,0.970417,0,4800,35000,FALSE
10,0,2,107,4,0,0,33,0.882968,0,110139,41000,FALSE
3,0,0,95,0,0,0,10,0.0664352,0,367676,6000000,FALSE
3,0,0,137,1,0,0,19,0.708532,0,85099,50000,FALSE
7,0,0,176,1,0,0,27,0.780393,0,473351,85000,FALSE
3,0,0,171,5,0,0,4,0.239333,0,268899,65000,FALSE
4,0,0,281,0,0,1,11,0.161786,0,52157,39000,FALSE
15,0,0,107,1,0,0,9,0.974765,0,32315,24000,FALSE
2,0,0,114,1,0,0,3,0.756286,0,24599,50000,FALSE
1,0,3,225,2,0,0,0,0,0,0,44000,TRUE
2,0,0,158,0,0,0,1,0,0,1750,33000,TRUE
0,0,2,111,3,0,0,0,0,0,0,15000,TRUE
1,0,4,312,0,0,0,1,0,0,25347,36000,FALSE
4,0,0,143,0,0,0,15,0.611567,0,255080,60000,FALSE
0,0,5,104,4,0,0,0,0,0,0,50000,TRUE
0,0,1,128,4,0,0,2,0,0,7099,11000,FALSE
12,0,0,53,7,0,0,20,0.369042,0,68635,42000,FALSE
2,0,1,338,3,0,0,1,0,0,19735,50000,FALSE
1,0,8,340,0,0,0,2,0,0,23800,120000,FALSE
1,0,5,114,0,0,0,7,0,0,47213,98000,FALSE
4,0,0,32,1,0,0,3,0.290638,0,2350,25000,FALSE
0,0,2,147,1,0,0,8,0,0,24691,17280,FALSE
9,0,0,34,2,0,0,9,0.872991,0,25461,22000,FALSE
5,0,2,35,5,0,0,9,0.2,0,65603,23000,FALSE
9,0,2,61,1,1,0,4,0.623099,0,9379,36600,TRUE
4,0,0,49,3,0,0,7,1.095,0,36300,30000,FALSE
3,0,3,90,16,0,0,5,0.196667,0,47638,40000,FALSE
6,0,1,225,2,0,0,9,0.613449,1,63790,54000,FALSE
6,0,2,243,2,0,0,7,0.610037,0,462961,100000,FALSE
7,0,3,128,0,0,0,2,0,0,28894,63000,FALSE
3,0,2,95,1,0,0,2,0,0,6738,1000,FALSE
1,0,4,202,1,0,0,5,0.384667,0,27703,32000,TRUE
8,0,0,91,3,0,0,12,0.139825,0,445571,61000,FALSE
5,0,2,117,2,0,0,6,0.0739024,0,23104,83900,FALSE
1,0,1,132,2,0,0,7,0.326667,0,20050,16000,FALSE
0,0,3,164,0,0,0,2,0,0,25180,55000,FALSE
5,0,1,144,4,0,0,7,0.84625,0,32762,80000,FALSE
9,0,0,282,0,0,0,9,0.0297473,0,142978,54000,FALSE
2,0,0,50,0,0,0,4,0.2312,0,17412,26000,FALSE
4,0,1,356,2,0,0,4,0.961667,0,25052,2500,FALSE
6,0,0,216,7,0,0,24,0.38687,0,214045,48500,FALSE
31,0,0,229,7,0,0,23,0.377456,0,348072,85000,FALSE
5,0,0,370,2,0,0,16,0.879028,1,931824,90000,FALSE
4,0,5,150,8,0,0,10,0.945554,0,90752,43373,FALSE
6,0,0,106,1,0,0,8,0.145689,0,116305,125000,FALSE
1,0,1,283,0,0,0,2,0,0,7400,2000,FALSE
0,0,4,127,0,0,0,4,0.120662,0,29945,80000,FALSE
6,0,1,233,1,0,0,16,0.66871,0,71175,32088,FALSE
3,0,0,277,1,0,0,2,1.14565,0,2800,14820,FALSE
0,0,5,119,0,0,0,1,0,0,23600,22000,FALSE
1,0,2,113,5,0,0,1,0,0,6040,1500,FALSE
7,0,0,49,0,0,0,11,0,0,26134,35000,FALSE
2,0,5,342,2,0,0,4,0,0,37426,45658,FALSE
0,0,5,104,0,0,1,1,0,0,14639,31567,TRUE
6,0,0,78,0,0,0,4,0,0,24895,48000,FALSE
0,0,4,160,0,0,0,1,0,0,4500,11000,FALSE
1,0,6,157,1,0,0,2,0,0,26947,17500,FALSE
7,0,9,141,4,0,0,5,0,0,50358,40333,FALSE
7,0,0,199,4,0,0,13,0.998803,0,53751,31000,FALSE
2,0,3,121,2,0,0,0,0,0,0,30000,TRUE
0,0,6,209,1,0,0,2,0,0,1750,17000,FALSE
13,0,0,252,2,0,0,18,0.710287,0,62521,60000,FALSE
15,0,3,245,0,0,0,16,0.455763,0,27319,72800,FALSE
1,0,0,160,0,0,0,24,0.760618,0,211379,76000,FALSE
4,0,2,169,0,0,0,8,0.898426,0,374209,150000,FALSE
1,0,5,107,6,0,0,5,0,0,41682,46000,FALSE
2,0,2,101,1,0,0,3,0,0,31262,28800,FALSE
3,0,3,87,2,0,0,7,0,0,45492,36000,FALSE
16,0,3,273,12,0,0,12,0.295789,0,68234,80000,FALSE
2,1,0,115,0,0,0,5,0,0,23404,35000,FALSE
0,0,1,271,1,0,0,0,0,0,0,26000,TRUE
8,0,3,187,3,0,1,14,1.235,0,36689,24000,FALSE
1,0,2,133,0,0,0,5,0,0,19595,27000,FALSE
1,0,6,151,1,1,0,8,0,0,26681,23000,FALSE
7,0,0,154,0,0,0,8,0.218306,0,51552,40000,FALSE
15,0,2,303,1,0,0,4,0.952475,0,2020,54000,FALSE
5,0,3,117,2,0,0,9,0.877857,0,24428,25000,FALSE
7,0,0,234,0,0,0,8,0.369902,0,1005488,330000,FALSE
0,0,7,267,0,0,0,4,0.291724,0,42508,65000,FALSE
7,0,3,133,3,0,0,4,0.470803,0,44191,68000,FALSE
0,0,4,153,0,0,0,7,0,0,21875,33500,FALSE
43,0,0,252,7,0,1,35,0.840513,0,42356,48600,FALSE
4,0,0,49,1,0,0,4,0.316,0,14281,42000,FALSE
7,0,0,148,0,0,0,20,0.894189,0,112217,22000,FALSE
5,0,3,200,0,0,0,0,0,0,0,35000,TRUE
8,0,0,184,3,0,0,8,0.562046,0,278056,73000,FALSE
9,0,0,7,3,0,1,9,0.573958,0,27186,2100,FALSE
6,0,2,133,0,0,0,2,0,0,3164,33000,TRUE
2,0,2,38,0,0,1,3,0,0,29360,26500,FALSE
0,0,1,62,1,0,0,0,0,0,0,1880,FALSE
11,0,1,193,1,0,0,12,0.524647,0,123595,70000,FALSE
1,0,0,191,0,0,1,8,0.322924,0,33376,66000,FALSE
5,0,4,201,0,1,0,1,1.01069,0,2900,95000,TRUE
17,0,2,213,4,0,0,35,0.710551,0,230250,38000,FALSE
7,0,1,183,11,0,0,6,0.5584,0,41284,50000,FALSE
0,0,1,123,0,0,0,1,0,0,3268,0,FALSE
5,0,0,22,5,0,0,4,0.804678,0,9102,45000,FALSE
4,0,0,163,0,0,0,8,0.760889,0,69613,20000,FALSE
12,1,0,318,1,0,0,1,0,0,36364,62000,FALSE
3,0,7,321,1,0,0,3,0.626667,0,35546,95000,FALSE
4,0,0,33,0,0,0,4,0,0,5500,50,FALSE
6,0,0,125,0,0,0,8,0.701908,0,52799,56000,FALSE
3,0,0,78,2,0,0,4,0.846736,0,16055,15000,FALSE
2,0,1,378,0,0,1,4,0.615,0,24000,24000,FALSE
4,0,1,119,8,0,1,6,0,0,36077,44201,FALSE
5,0,0,79,1,0,1,15,0.920116,0,63884,40000,FALSE
16,0,5,258,12,0,0,18,0.844798,0,46742,62000,FALSE
2,0,6,118,1,0,0,4,0,0,9999,22880,FALSE
1,0,1,231,1,0,0,0,0,0,0,21400,FALSE
1,0,4,114,0,0,0,1,0,0,2800,2000,FALSE
2,0,3,122,1,0,0,4,0,0,9281,50000,FALSE
3,0,4,210,2,0,0,11,0,0,53888,38000,FALSE
6,0,0,18,2,0,0,6,0.962556,0,6650,27000,FALSE
1,0,6,309,13,0,0,2,0,1,53989,145000,FALSE
1,0,1,253,0,0,0,4,1.13667,0,29970,57110,TRUE
11,0,6,219,0,0,0,7,0.828151,0,120357,24000,FALSE
2,0,0,130,0,0,0,2,0.0026087,0,1150,38000,FALSE
6,0,2,145,1,0,0,8,0.682558,0,8600,25000,FALSE
1,0,0,36,1,0,0,1,0,0,2500,26000,FALSE
7,0,0,62,0,0,0,10,0.032,0,27500,38016,FALSE
0,0,3,268,4,0,0,10,0,0,17275,56000,FALSE
4,0,0,251,0,0,0,18,0.9425,0,253145,19197,FALSE
5,0,0,102,2,0,0,16,0.468169,0,45616,33000,FALSE
6,0,1,136,0,0,0,13,0.777216,0,30906,75000,FALSE
3,0,1,254,0,0,0,4,0.102333,0,185919,34000,FALSE
4,0,0,262,0,0,1,8,0.846631,0,33667,30000,FALSE
10,0,4,242,4,0,1,11,0.77875,0,122114,47000,FALSE
10,0,0,112,6,0,0,30,0.877581,0,252833,75000,FALSE
1,0,0,118,1,0,0,2,0.7348,0,2500,20000,FALSE
14,0,1,184,1,0,0,34,0.790975,0,76634,65000,FALSE
5,0,0,329,9,0,0,14,0.570146,0,104216,108700,FALSE
3,0,0,109,1,0,0,2,0.400435,0,22585,31500,FALSE
5,0,0,52,0,0,0,6,0.846547,0,47558,38000,FALSE
3,0,5,504,5,0,0,5,0.828936,0,123185,54000,FALSE
5,0,0,26,0,0,0,5,0.754091,0,23837,35000,FALSE
7,0,0,190,3,0,1,11,0.150805,0,57429,54000,FALSE
3,0,0,145,1,0,1,3,1.01797,0,5341,48000,FALSE
4,0,7,236,0,0,1,6,0,0,129022,30000,FALSE
3,0,4,124,0,0,0,2,0,0,9500,17000,FALSE
9,0,2,170,6,1,1,12,0.246154,0,62866,78000,FALSE
6,0,0,363,2,0,0,6,0.816226,0,40342,34000,FALSE
9,0,0,131,10,0,0,14,0.651008,0,264650,68860,FALSE
7,0,0,202,5,0,0,16,0.973378,0,116000,50000,FALSE
8,0,2,140,1,0,0,14,0.978316,0,66412,40000,FALSE
4,0,0,409,1,0,0,8,0.779422,0,314037,89700,FALSE
2,0,2,245,1,1,1,10,1.05,0,196420,55000,FALSE
7,0,3,169,2,0,0,5,0,0,16289,56000,FALSE
1,0,0,424,0,0,0,2,0.015075,0,298000,166880,FALSE
0,0,0,126,4,0,0,0,0,0,0,47000,FALSE
1,0,3,319,2,0,0,1,0,0,13638,25000,FALSE
6,0,0,157,12,0,0,5,0.161705,0,28658,40000,FALSE
3,0,1,92,2,0,0,3,0.934118,0,22281,30000,FALSE
0,0,0,201,0,0,0,2,0,0,27449,15000,FALSE
8,0,2,214,6,0,0,11,0.366379,0,200696,50000,FALSE
1,0,4,299,0,0,0,0,0,0,0,45000,FALSE
11,0,1,198,1,0,0,13,0.922982,0,70017,40000,FALSE
0,0,0,87,1,0,0,7,0.692,0,24961,61000,FALSE
3,0,1,333,4,0,0,5,0.265315,1,38249,80000,FALSE
4,0,0,130,3,0,0,5,0.476154,0,194883,75000,FALSE
10,0,0,156,11,0,0,9,0.655744,0,79562,40000,FALSE
2,0,0,316,0,0,0,5,0.986727,0,229608,52000,FALSE
12,1,1,188,1,1,0,13,0.427778,0,59653,30000,FALSE
1,0,2,198,4,0,0,1,0,0,1343,30000,TRUE
0,0,2,183,0,0,0,1,0,0,25038,25000,FALSE
4,0,0,66,10,0,0,3,0.935556,0,22126,22000,FALSE
14,0,0,359,13,0,0,16,0.538704,0,591505,80000,FALSE
1,0,3,337,0,0,0,1,0,0,53400,1168,FALSE
3,0,0,77,1,0,0,5,0.524792,0,26908,30000,FALSE
5,0,0,132,2,0,0,5,0.6736,0,3282,55000,FALSE
6,0,1,65,0,0,0,5,0.868352,0,263928,64000,FALSE
7,0,0,232,8,0,0,8,0.220213,0,249100,105000,FALSE
6,0,0,114,0,0,0,7,0.68813,0,136418,85000,FALSE
2,0,1,179,1,0,0,10,0,0,24676,25000,FALSE
3,0,0,234,3,0,0,7,0.870652,0,21716,42000,FALSE
4,0,0,314,7,0,0,6,0.927262,0,63075,68000,FALSE
5,0,0,149,14,0,0,6,1.08667,0,23039,40000,FALSE
2,0,3,51,1,1,0,2,0,0,9500,26000,FALSE
1,0,3,84,1,0,0,2,0,0,6167,2300,FALSE
3,0,0,78,3,0,0,13,0.410924,0,50510,35000,FALSE
3,0,2,244,3,0,0,3,0.99478,0,13411,47000,FALSE
8,0,0,251,2,0,0,13,0.288959,0,482682,123582,FALSE
6,0,1,114,0,0,0,5,0.465606,0,27875,63000,FALSE
9,0,2,186,7,0,0,19,0.768,0,82598,40000,FALSE
5,0,4,154,8,0,0,7,1.03258,0,27897,32000,TRUE
14,0,0,105,1,0,0,19,0.536076,0,97135,46483,FALSE
9,0,0,358,8,0,0,14,0.460042,0,220836,55000,FALSE
3,0,1,256,0,0,0,3,0.900625,0,15525,35000,FALSE
0,0,2,155,4,0,0,1,0,0,23565,35000,FALSE
4,0,2,265,0,0,0,18,0.99,0,61779,19200,FALSE
