accounts_opened_last_24_months,bankruptcies_last_18_months,collections_excluding_medical,credit_history,credit_inquiries_last_6_months,judgements_last_18_months,months_since_most_recent_inquiry,ninety_plus_delinquencies_last_18_months,number_of_accounts_currently_30dpd,open_credit_accounts,pre_loan_debt_to_income,public_records,revolver_utilization,tax_liens_last_18_months,thirty_plus_delinquencies_last_3_months,thirty_plus_delinquencies_last_24_months,total_current_balance,total_high_credit_limit,annual_income,historical_result
0,0,0,122,0,0,9,0,0,2,0.2592,0,1.0163,0,0,1,13007,26293,30000,Mid FICO
2,1,0,270,1,0,1,0,0,2,0.062,1,0.18873,0,0,0,489,2591,30000,Mid FICO
0,0,3,298,1,0,2,1,0,0,0.0706286,1,0,0,0,0,9876,0,70000,Low FICO
2,0,2,252,2,0,1,0,0,2,0.28536,0,0.926667,0,0,0,2843,1911,50000,Low FICO
3,0,1,257,2,0,0,0,0,9,0.0375,0,0.199058,0,0,0,13778,19050,24000,Mid FICO
1,0,0,88,0,0,16,13,0,0,0.154,0,0,0,0,48,385,0,30000,Low FICO
9,0,0,153,2,0,0,7,0,22,0.368267,0,0.327425,0,0,8,298575,392486,122000,High FICO
0,0,0,99,0,0,NULL,0,0,4,0.114857,0,0.963429,0,1,2,20927,21319,35000,Mid FICO
13,0,0,186,1,0,3,0,0,15,0.620533,0,0.526414,0,0,0,340797,419244,90000,High FICO
0,0,0,247,0,0,6,50,0,0,0,2,0,0,0,52,0,0,25000,Low FICO
4,0,1,233,0,0,13,0,0,10,3.69866,0,0.749694,0,0,0,39937,44224,29800,Mid FICO
3,0,0,326,0,0,NULL,0,1,4,0.032,3,0.26,0,1,2,47586,47237,12000,Mid FICO
1,0,1,264,11,0,1,1,0,2,0.249845,0,0,0,0,5,8499,6625,22000,Low FICO
0,0,4,345,0,0,NULL,0,0,2,0.186667,0,0,0,0,0,10872,20642,27000,Mid FICO
1,0,3,128,1,0,4,17,0,3,1.23663,1,0.38,0,6,16,11084,9021,19000,Low FICO
0,0,11,159,0,0,9,0,0,0,0.503488,1,0,0,0,13,20094,0,51600,Low FICO
9,0,1,98,5,0,1,0,0,20,0.271922,0,1.01667,0,0,3,75173,72202,27000,Mid FICO
3,0,0,88,0,0,18,0,0,3,0.01351,0,0.0334615,0,0,0,1149,4132,60000,High FICO
1,0,5,114,0,0,13,0,0,2,0.170625,0,0,0,2,9,22156,26828,32000,Low FICO
0,0,6,108,0,0,NULL,0,0,0,6.375,0,0,0,0,0,588,0,800,Low FICO
6,0,1,98,4,0,1,1,0,12,0.483009,0,0.944151,0,2,4,50480,55086,33000,Mid FICO
3,0,3,99,7,0,5,4,0,8,0.708,0,0,0,0,4,31287,29207,18000,Mid FICO
2,0,5,238,1,0,2,1,0,3,0.152706,2,0.375,0,0,0,8435,14347,51000,Mid FICO
1,0,1,104,0,0,22,1,0,0,0.0664,0,0,0,0,0,249,0,45000,Low FICO
2,0,3,75,6,2,4,2,0,0,0.0924,2,0,0,0,0,9718,0,60000,Low FICO
1,0,2,104,2,0,0,4,0,4,0.186857,0,0,0,2,4,26639,32423,35000,Low FICO
3,0,1,134,0,0,7,0,0,9,0.177382,0,0.512556,0,0,0,30405,45516,55000,Mid FICO
3,0,0,117,1,0,5,0,0,5,0.265994,0,0.110033,0,0,0,41486,80527,48000,High FICO
4,0,1,157,3,0,1,0,0,5,0.156366,0,1.03718,0,0,7,30139,32677,60320,Mid FICO
4,0,1,85,1,0,0,4,0,4,0.161294,0,0,0,0,4,9625,7083,34000,Low FICO
2,0,0,200,4,0,0,0,0,1,0.105,1,0,0,0,0,26566,30325,60000,High FICO
8,0,0,83,2,0,2,0,0,9,0.530121,0,0.647041,0,0,0,44218,53671,29000,High FICO
6,0,5,48,1,0,1,2,0,1,3.8952,0,0,0,0,0,36401,33018,10000,Low FICO
8,0,0,84,2,0,0,0,0,10,0.226753,0,0.781695,0,0,0,93758,101759,32594,High FICO
7,0,0,22,2,0,3,0,0,4,0.3186,0,0.1,0,0,0,21929,26053,20000,High FICO
9,0,1,111,1,0,5,2,0,12,0.792375,0,0.439375,0,0,17,54933,76278,32000,Mid FICO
7,0,4,303,2,0,1,0,0,11,0.3396,1,0.363933,0,0,0,5237,62636,10000,High FICO
5,0,0,201,4,0,0,0,0,4,0.2162,1,0.465905,0,0,10,33489,56345,60000,High FICO
6,0,4,321,6,0,2,2,3,19,0.209333,1,0.898814,1,5,16,47770,41393,18000,Low FICO
5,1,0,136,16,1,1,0,1,4,1.9984,3,1.005,0,1,1,8785,5134,30000,Low FICO
5,0,4,124,10,0,0,0,0,2,0.270419,0,0,0,0,0,33195,32081,86000,Mid FICO
6,0,4,129,10,0,3,2,0,4,0.39569,0,0.985967,0,0,1,56445,57339,30000,Mid FICO
8,0,1,220,2,0,2,11,0,9,2.48674,0,0,0,6,8,34483,24592,35000,Low FICO
0,0,1,339,0,0,NULL,3,0,2,0.1254,0,1.182,0,6,33,41440,40434,40000,Mid FICO
3,0,0,101,2,0,0,2,0,14,0.254702,0,0.515417,0,0,6,52892,53021,33498,High FICO
1,0,1,108,0,0,NULL,0,0,1,0.0615,0,0,0,0,0,3526,4594,40000,Mid FICO
7,0,2,220,4,0,0,0,0,13,0.312,0,0.770024,0,0,0,38825,45193,32000,Mid FICO
5,0,0,167,3,0,3,0,0,12,0.191429,0,0.232913,0,0,1,205804,242511,42000,High FICO
8,0,1,145,8,0,0,4,0,23,0.29275,0,0.46129,0,0,13,137937,113232,48000,Mid FICO
1,0,1,160,0,0,11,0,0,4,0.195288,0,0.436,0,0,1,36582,35514,36500,High FICO
1,0,0,111,0,0,12,2,0,1,0.06976,0,0,0,0,2,12748,17000,75000,High FICO
3,0,0,54,1,0,2,0,0,3,0.207333,0,1.00933,0,0,0,9328,11658,18000,High FICO
7,0,0,155,1,0,5,0,0,6,0.4395,0,0.965023,0,0,0,38245,43966,24000,High FICO
0,0,10,109,1,0,3,0,0,1,1.96745,0,0,0,2,4,6743,6721,22000,Low FICO
2,0,1,227,3,0,0,0,0,3,0.124098,0,0.22,0,0,0,10452,15672,41000,High FICO
0,0,0,142,0,0,14,1,0,6,0.190667,0,0.1941,0,0,3,56303,93763,27000,High FICO
0,0,1,53,1,0,2,0,0,0,0,0,0,0,0,0,0,0,30000,Low FICO
1,0,3,149,9,0,0,0,0,2,16.456,0,0,0,1,4,30091,36724,1200,Low FICO
3,0,3,495,0,0,11,15,0,4,0.521714,1,0,0,0,27,22989,20332,42000,Low FICO
0,0,4,253,1,0,5,1,0,0,8.72,0,0,0,0,0,3295,0,600,Low FICO
11,0,9,226,3,0,2,1,0,22,2.64375,1,0.857872,0,0,0,76815,66459,35000,Mid FICO
3,0,0,152,1,0,0,0,0,8,0.621506,0,0.389807,0,0,3,396031,412507,70000,High FICO
2,0,2,220,0,0,9,5,0,2,4.93026,0,0.163333,0,3,14,47018,20478,62000,Low FICO
2,0,0,93,2,0,4,7,0,7,0.349,0,0.744359,0,3,12,29220,41995,24000,Mid FICO
1,0,1,64,0,0,16,16,0,2,3.2706,0,1.1835,0,3,13,13901,8214,20000,Low FICO
4,0,0,373,1,0,3,0,0,9,0.352615,0,0.426462,0,0,0,94322,190345,52000,High FICO
3,0,4,91,2,0,0,1,0,3,1.37378,0,0,0,0,0,43490,41747,27000,Mid FICO
0,0,0,68,3,0,1,4,0,2,0,0,0,0,0,6,5857,5570,16000,Mid FICO
1,1,2,218,11,1,0,0,0,3,0.454753,2,0,0,0,0,57602,60698,38000,Low FICO
5,0,0,213,0,0,8,0,0,7,0.1452,0,0.602528,0,0,0,294487,358922,150000,High FICO
7,0,1,104,0,0,NULL,0,0,8,0.599544,0,0.783333,0,0,0,28390,29763,15133,Mid FICO
7,0,2,115,6,0,1,2,0,1,0.5136,1,0,0,0,0,21588,22432,30000,Low FICO
0,0,1,321,0,0,7,8,2,7,0.141415,0,0.684433,0,4,31,26682,38489,65000,Mid FICO
10,0,0,123,1,0,1,0,0,16,0.387097,0,0.506145,0,0,0,25715,54099,31000,High FICO
1,0,8,132,1,0,5,0,0,1,0.0708333,2,0,0,0,0,14791,14794,72000,Mid FICO
6,0,3,321,3,0,1,0,1,8,0.0964,1,1.02867,0,4,8,16402,25578,30000,Low FICO
4,0,0,89,0,0,6,5,0,6,0.618429,0,0.945641,0,0,9,52461,52199,28000,Mid FICO
6,0,9,218,0,0,6,3,0,8,2.15185,0,0,0,3,4,41794,35228,21626,Low FICO
0,0,1,123,0,0,7,4,0,0,6.87635,0,0,0,0,10,19638,0,34000,Low FICO
2,0,1,196,0,0,14,0,0,3,0.0829677,1,0.9092,0,0,2,29561,34141,93000,Mid FICO
2,0,0,16,0,0,10,4,0,1,0.285308,0,0,0,3,3,2971,2519,21114,Low FICO
5,0,0,51,2,0,2,1,1,9,0.447347,0,1.00667,0,4,6,56090,56339,45000,Low FICO
10,0,0,98,0,0,9,0,0,11,0.182682,0,0.647706,0,1,2,109340,122629,34000,Mid FICO
10,0,0,284,0,0,14,0,0,14,0.11574,1,0.688557,0,0,0,82958,101879,200000,High FICO
20,0,1,101,12,0,1,0,0,18,2.52197,0,0.566667,0,0,0,36778,32009,18000,Mid FICO
3,0,5,70,6,3,2,11,0,2,3.95723,3,0,0,0,10,31534,24493,26000,Low FICO
2,0,1,134,3,0,0,0,0,4,0.14252,0,0.704,0,0,0,7958,9125,15000,High FICO
2,0,0,7,18,0,0,0,0,2,0.00945,0,0.888333,0,1,2,533,600,80000,Low FICO
8,0,5,232,0,0,6,0,0,2,0.238745,0,0,0,0,0,1244,1493,8796,Low FICO
3,0,3,104,9,1,0,35,0,8,1.03889,2,0,0,10,43,43639,36141,25000,Low FICO
0,0,5,136,1,0,0,0,0,1,2.6607,0,0,0,2,4,22653,13812,40000,Low FICO
0,0,0,39,0,0,8,0,0,0,0,0,0,0,0,0,0,0,21000,High FICO
2,0,3,122,0,0,13,8,0,10,0.242602,1,0.95875,0,0,16,31114,24123,40000,Mid FICO
3,0,0,29,7,0,2,2,0,2,60.18,0,0,0,0,0,9356,7996,400,Low FICO
0,0,5,312,2,1,2,1,0,1,0.99,1,0,0,0,0,1828,750,24000,Low FICO
2,0,0,56,0,0,NULL,0,0,2,0.151442,0,0,0,0,0,18903,23645,24960,High FICO
5,0,0,186,4,0,0,0,0,9,0.1812,0,0.543253,0,0,0,7649,14080,20000,Mid FICO
1,0,1,46,5,0,2,1,0,1,0.144316,0,0,0,0,0,16277,16277,38000,Low FICO
6,0,2,203,0,0,6,4,0,10,1.9496,0,0,0,3,5,54944,40906,15000,Low FICO
7,0,4,144,1,0,3,1,0,8,0.574231,0,0.611667,0,0,7,21977,45645,31200,Mid FICO
5,0,0,196,1,0,1,0,0,16,0.195278,0,0.938,0,0,13,61967,58000,17280,High FICO
1,0,0,53,0,0,11,0,0,3,0.0195,0,0.0454815,0,0,0,614,13500,40000,High FICO
10,0,0,27,2,0,3,0,0,11,0.1272,0,0.786962,0,0,0,27120,28150,20000,High FICO
2,0,6,203,4,0,3,20,0,1,0.287143,0,0,0,0,32,12368,9095,28000,Low FICO
8,0,9,178,2,0,4,21,1,16,0.2768,2,0.720844,1,12,27,35191,39279,60000,Low FICO
1,0,0,53,2,0,2,1,0,0,0.229714,0,0,0,0,0,402,0,21000,Low FICO
1,0,4,115,0,0,11,0,0,6,0.0649412,0,0,0,0,0,5002,19666,8500,Mid FICO
3,0,0,78,3,0,2,0,0,13,0.22914,0,0.410924,0,0,1,39385,50510,35000,High FICO
5,0,0,44,1,0,3,1,0,3,0.330545,0,0.935,0,0,2,28374,32879,22000,Mid FICO
5,0,0,340,0,0,7,10,0,6,0.8456,1,0.651802,0,15,21,8301,14842,15000,Low FICO
5,0,0,114,0,0,11,60,0,5,0.251215,0,0.660526,0,0,86,154015,152011,34000,Mid FICO
3,0,0,112,1,0,5,37,0,2,0.63712,1,0,0,0,85,66350,43309,30000,Mid FICO
12,0,0,293,11,0,2,0,0,19,0.314618,1,0.789841,0,0,2,78176,90433,55000,High FICO
3,0,1,104,2,0,5,0,0,5,0.76477,0,1.08667,0,1,5,73019,80983,30000,Mid FICO
14,0,0,204,3,0,0,3,0,28,0.409674,0,0.453002,0,0,5,97423,163508,86000,High FICO
2,0,0,16,6,0,1,1,0,1,0.1904,0,0.0152941,0,0,0,529,5100,30000,Low FICO
2,0,2,114,0,0,9,0,1,2,0.417517,0,1.01432,0,1,1,4316,3353,29000,Low FICO
6,0,0,107,0,0,8,5,0,8,0.941537,0,0.857391,0,3,7,18042,11902,30869,Low FICO
1,0,5,140,0,0,21,0,0,1,1.468,0,0,0,0,2,11795,10090,3000,Low FICO
4,0,7,197,0,1,8,1,0,2,1.06882,2,0,0,0,4,35160,33882,44000,Low FICO
5,0,0,46,0,0,7,0,0,6,0.552,0,0.503077,0,0,0,34693,41076,13000,High FICO
3,0,0,72,0,0,8,0,0,6,0.44112,0,0.560299,0,0,0,47003,84667,25000,High FICO
11,0,0,72,2,0,3,0,0,10,0.140544,0,0.783127,0,0,0,125083,132915,50000,High FICO
2,0,0,148,1,0,3,0,0,6,0.478189,0,0.554797,0,0,0,59167,60352,36600,High FICO
9,0,2,78,1,0,5,0,0,8,0.320778,0,0.242857,0,0,0,38802,40693,23000,Mid FICO
1,0,1,128,3,0,0,1,0,0,0.994667,0,0,0,0,1,2984,0,36000,Low FICO
9,0,5,110,2,0,5,3,0,6,0.566667,1,0,0,2,16,33843,39562,45000,Mid FICO
9,0,1,141,0,0,19,0,0,11,0.566861,0,0.393939,0,0,0,37528,39081,21600,Mid FICO
2,0,17,244,9,0,2,15,0,7,3.96661,9,0,0,0,35,36122,26616,44082,Low FICO
8,0,6,263,2,0,2,7,0,16,1.32121,1,0,0,0,0,74400,60956,30000,Mid FICO
0,0,3,98,0,0,17,7,0,5,3.63792,0,0,0,0,1,92128,78020,25000,Low FICO
3,0,4,191,1,0,3,5,1,13,0.312696,1,0.888125,0,3,9,45946,45247,39460,Mid FICO
5,0,5,124,0,0,15,37,0,10,0.48375,0,0,0,3,48,23494,21007,16000,Mid FICO
6,0,2,70,0,0,22,2,0,7,0.293778,0,0.399042,0,6,7,7568,16700,27000,Low FICO
4,0,0,34,1,0,4,0,0,4,0.0428308,0,1.004,0,0,0,253360,258036,65000,Mid FICO
4,0,0,76,5,0,0,0,0,9,0.610775,0,0.25543,0,0,0,57409,137263,36000,High FICO
4,0,3,231,2,0,1,0,0,4,0.12792,0,0.721176,0,0,0,20312,20549,50000,Mid FICO
4,0,0,16,3,0,1,2,0,3,0.084,0,0.943419,0,0,6,4553,4813,21000,Mid FICO
4,0,0,202,2,0,1,0,0,5,0.0662069,4,0.735125,0,0,0,5881,8000,58000,Mid FICO
2,0,1,138,5,0,0,40,0,12,0.06648,0,0.7465,0,0,60,38741,34333,50000,Mid FICO
0,0,2,107,1,0,0,0,0,1,42.6426,0,0,0,0,0,4882,0,1900,Low FICO
6,0,0,119,0,0,11,0,1,6,0.108554,0,0.242278,0,1,1,23972,44725,65000,High FICO
4,0,5,153,8,0,3,13,2,11,1.54068,0,0.845,0,9,37,132532,129026,41000,Low FICO
4,0,2,55,10,0,0,3,0,7,0.0356308,0,0,0,0,9,10172,9763,65000,Mid FICO
3,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,High FICO
0,0,0,63,0,0,NULL,0,0,2,0.1728,0,0,0,0,0,9859,13134,10000,High FICO
3,0,0,77,2,0,0,0,0,4,0.256956,0,0.949,0,1,6,97453,99201,50000,Mid FICO
1,0,5,142,0,0,18,0,0,0,4.2372,0,0,0,0,0,9062,0,20000,Low FICO
3,0,0,99,1,0,0,0,0,4,0.145733,0,0.85,0,1,11,17281,17492,40000,Mid FICO
3,0,4,215,3,0,4,22,0,3,1.85002,0,0,0,6,16,16846,21300,83000,Low FICO
1,0,2,105,0,0,7,0,0,2,0.12456,0,0,0,0,3,8200,23759,50000,Mid FICO
5,0,3,315,2,0,3,1,0,5,0.169777,2,0,0,0,0,23055,19604,52000,Low FICO
1,0,0,109,0,0,9,42,0,5,2.52288,0,0,0,0,45,25397,7599,50000,Low FICO
7,0,3,246,2,0,1,1,0,8,0.174261,0,0.946667,0,0,1,26734,30315,46000,Mid FICO
5,0,3,104,2,1,2,11,0,0,3.63,1,0,0,0,0,7449,0,24000,Low FICO
0,0,2,233,13,0,1,5,0,3,0.537667,0,0,0,0,4,8267,6550,36000,Low FICO
1,0,7,116,2,1,0,1,0,1,0.278,3,0,0,0,0,2806,441,42000,Low FICO
6,0,5,99,1,0,0,7,0,8,0.436421,0,0.86,0,6,6,21803,32849,19000,Low FICO
2,0,5,249,2,1,1,3,0,14,3.93502,1,0,0,3,3,68031,70046,36000,Mid FICO
5,0,0,51,1,0,0,0,0,10,0.110951,0,0.645478,0,0,0,20543,24500,30500,High FICO
23,0,1,214,8,0,0,0,0,35,0.480922,0,0.536142,0,0,0,109765,122384,40000,Mid FICO
0,0,5,81,0,0,18,12,0,0,1.89494,0,0,0,0,48,4371,0,27680,Low FICO
6,0,0,116,2,0,2,1,0,6,0.234316,0,0.0703226,0,3,8,22674,30763,38000,Mid FICO
8,0,4,118,0,0,7,0,1,11,0.74125,2,0.744627,0,1,1,39244,26499,24000,Mid FICO
3,0,0,15,0,0,6,10,0,2,0.155769,0,1.336,0,9,16,1830,1000,24960,Low FICO
2,0,0,121,0,0,7,1,0,3,4.41262,0,0.940462,0,0,24,20299,5677,32000,Mid FICO
3,0,0,122,4,0,0,0,0,5,0.249,0,0.540545,0,0,2,30193,44823,40000,High FICO
37,0,0,305,6,0,0,0,0,36,0.348018,0,0.785609,0,0,0,328667,347762,98250,Mid FICO
3,0,0,121,0,0,12,0,0,8,0.117237,0,0,0,0,0,32512,34742,27841,High FICO
1,0,1,114,0,0,8,2,2,7,0.289,0,1.13542,0,7,16,147895,160109,36000,Low FICO
7,0,0,244,5,0,4,0,0,15,0.199117,0,0.796559,0,0,0,222834,243201,72000,High FICO
1,0,4,304,3,0,1,1,0,1,0.52248,0,0,0,0,0,25004,26524,50000,Low FICO
10,0,0,272,2,0,2,0,0,9,0.309767,0,0.454687,0,0,0,174583,192035,43000,High FICO
0,0,0,136,2,0,1,0,0,0,0.103733,0,0,0,0,0,349,0,45000,Low FICO
2,2,3,267,6,0,1,9,0,3,1.31604,5,0,0,2,13,16179,16414,26000,Low FICO
1,0,1,276,21,0,0,0,0,1,7.83327,0,0,0,0,0,22058,8066,22000,Mid FICO
1,0,1,83,4,0,0,1,0,0,0.0816,0,0,0,0,0,300,0,50000,Low FICO
1,0,0,112,0,0,22,0,0,4,0.14832,0,0.652889,0,0,0,64015,66758,50000,Mid FICO
0,0,1,112,0,0,7,60,0,11,0.792911,0,0.0222,0,0,60,51498,51608,55000,Mid FICO
3,0,1,101,2,0,4,13,2,3,0.346611,0,0,0,5,29,17531,16089,35000,Low FICO
0,0,2,267,0,1,6,0,0,3,0.081283,4,0,0,0,0,18530,11219,53000,Mid FICO
4,0,0,17,0,0,9,0,0,3,0.0715385,0,0.208873,0,0,0,1483,7100,26000,High FICO
13,0,3,239,2,0,2,0,0,16,0.640189,0,0.468277,0,0,1,164223,204071,80000,High FICO
3,0,0,288,1,0,2,1,0,9,0.319826,1,0.775281,0,0,7,76293,70861,46000,Mid FICO
2,0,2,307,2,0,1,0,1,2,0.224229,0,0,0,5,9,14935,21464,35000,Low FICO
9,0,3,170,6,0,0,15,0,10,0.314684,0,0.697749,0,0,14,27118,26314,55000,Mid FICO
4,0,3,249,0,1,11,13,0,3,12.3259,1,0,0,3,12,32655,10311,15000,Low FICO
1,0,1,341,5,0,1,2,2,3,4.51566,0,0,0,2,4,67617,66428,52500,Low FICO
12,0,0,91,8,0,0,0,0,13,0.08245,0,0.337206,0,0,0,35192,45133,24000,High FICO
3,0,6,297,15,0,0,9,0,4,0.178261,2,0.85875,0,1,11,72342,53112,69000,Low FICO
0,0,2,102,1,0,2,0,0,0,8.70878,1,0,0,0,0,17513,0,649,Low FICO
3,0,9,214,7,0,1,1,0,2,0.407429,1,0,0,0,0,35291,30368,42000,Low FICO
7,0,0,212,5,0,3,1,0,31,0.320073,0,0.82044,0,0,1,122306,121489,45000,Mid FICO
5,0,0,91,4,0,1,0,0,10,0.254442,0,0.259688,0,0,0,128608,150676,45700,High FICO
4,0,1,264,1,0,4,0,0,7,0.127753,3,0,0,0,0,25163,79654,45000,Mid FICO
7,0,0,469,4,0,0,6,2,3,0.703448,5,0,0,3,18,118576,141232,14500,Low FICO
12,0,0,36,0,0,21,0,0,14,NULL,0,0.134615,0,0,0,16376,22001,0,High FICO
8,0,1,345,0,0,9,0,0,8,0.219333,0,0.541591,0,0,0,317509,327497,54000,High FICO
6,0,0,136,2,0,0,0,0,10,0.17622,0,0.842805,0,0,0,21680,26805,25000,High FICO
8,0,2,132,1,0,2,2,0,20,0.7623,0,0.318571,0,0,0,69170,65558,40000,Mid FICO
1,0,1,112,0,0,11,0,0,12,0.307492,0,0.729907,0,0,3,41712,42996,40040,High FICO
6,0,1,123,1,0,2,44,0,13,0.170933,0,0,0,33,44,36979,37346,45000,Low FICO
4,0,2,215,3,0,3,0,0,4,0.183051,2,0,0,0,0,34564,36347,59000,Mid FICO
1,0,2,311,0,0,11,0,0,4,1.33373,2,0.0619574,0,1,2,179614,44949,6784,Mid FICO
5,0,0,94,4,0,2,0,0,3,0.039,0,0.725714,0,0,0,1477,1916,32000,Mid FICO
0,0,7,96,2,0,2,11,0,4,0.721,0,0,0,0,22,107679,119101,24000,Mid FICO
3,0,3,81,0,0,11,0,1,3,0.012,0,0.336857,0,1,1,1179,3500,75000,Mid FICO
6,0,3,164,1,0,4,0,0,6,1.362,0,0.758919,0,1,1,26963,30249,40000,Mid FICO
1,0,2,86,6,0,1,0,1,3,0.249456,1,1.15333,0,1,1,13849,17992,25000,Low FICO
8,0,1,222,10,0,4,0,0,29,0.96108,0,0.615161,0,0,3,111413,101328,35000,Mid FICO
5,0,0,207,3,0,3,6,0,6,2.56318,0,0,0,0,2,83782,48157,36921,Mid FICO
3,0,6,55,3,0,0,7,0,0,2.40134,0,0,0,6,8,18227,0,26880,Low FICO
8,0,5,137,3,0,0,1,0,7,0.487355,1,1.08204,0,3,5,40327,42542,31000,Mid FICO
10,0,0,224,5,0,0,0,0,9,0.642222,1,0.810503,0,0,0,95735,101303,50000,High FICO
1,0,3,90,0,0,21,0,0,1,0.2376,2,0,0,0,0,10881,3500,25000,Low FICO
8,0,2,245,0,0,7,9,0,3,0.359657,0,1.031,0,13,18,16876,17222,35000,Low FICO
1,0,2,132,2,0,1,4,0,1,0.2072,0,0,0,0,10,11401,11376,30000,Low FICO
7,0,0,51,0,0,6,0,0,7,0.2488,0,0.57339,0,0,0,22321,27914,30000,High FICO
7,0,0,127,0,0,19,0,0,17,0.210716,0,0.703179,0,0,0,100156,161589,135000,High FICO
8,0,4,241,8,0,1,0,0,11,0.07216,0,0.70101,0,0,1,10232,15329,75000,Mid FICO
3,1,0,193,20,0,0,0,0,4,0.142112,2,0.56,0,0,0,31180,31455,68000,Mid FICO
7,0,9,171,3,0,1,0,0,5,2.02575,4,0.1892,0,0,0,30019,25513,64000,Mid FICO
12,0,0,112,5,0,4,2,0,12,0.454588,0,0.61045,0,3,4,10822,16616,17000,Mid FICO
0,0,1,266,0,0,6,1,0,1,3.99093,0,0,0,1,9,25509,10537,45000,Low FICO
5,0,3,120,0,0,12,9,0,13,0.31592,0,0.841739,0,2,16,43169,42878,30000,Mid FICO
5,0,0,388,2,0,4,0,1,9,0.313924,0,0.269143,0,3,3,26124,43171,34000,Mid FICO
12,0,0,45,4,0,0,0,0,10,0.384091,0,0.928333,0,3,7,26311,29327,21120,Mid FICO
0,0,3,96,0,0,13,1,0,0,0.482,0,0,0,0,0,5143,0,120000,Low FICO
4,0,2,234,2,0,4,0,0,11,0.11304,1,0.426295,0,0,0,33346,49725,100000,Mid FICO
20,0,1,328,13,0,3,0,0,19,0.861447,0,0.674794,0,0,0,27463,44648,23500,Mid FICO
2,0,1,93,0,1,8,20,0,3,0.0793548,1,0,0,0,30,12405,10838,31000,Low FICO
4,0,2,50,1,0,0,0,1,5,0.1528,0,0,0,3,8,31874,35168,30000,Low FICO
3,0,0,41,1,0,4,1,1,5,0.372,0,1.1181,0,10,15,29286,31584,30000,Low FICO
5,0,1,394,1,0,2,0,0,26,0.270525,0,0.901134,0,0,0,319004,343348,132000,High FICO
20,0,0,226,1,0,5,0,0,41,0.775527,0,0.582587,0,0,2,317354,309089,100000,High FICO
12,0,0,41,2,0,1,0,0,14,0.306857,0,0.4684,0,0,0,52538,55196,14000,High FICO
8,0,0,115,3,0,2,1,0,21,0.220941,0,0.506232,0,2,13,100459,130891,51000,Mid FICO
5,0,0,123,1,0,3,0,0,4,0.11445,0,0.953792,0,0,0,29224,32840,80000,High FICO
7,0,1,327,2,0,4,0,0,4,3.4968,0,0,0,0,2,31902,169098,50000,Mid FICO
2,0,6,84,5,0,0,1,0,10,1.1211,1,0,0,0,0,38784,36640,12000,Mid FICO
3,0,2,109,1,0,1,0,0,8,0.394997,0,0.64,0,0,0,37119,42138,35000,Mid FICO
5,0,1,69,3,0,0,0,0,6,0.37956,0,0.0972569,0,0,0,11691,11735,10000,High FICO
17,0,0,181,9,0,1,0,0,30,0.188572,0,0.782511,0,0,1,123640,167268,143000,Mid FICO
3,0,5,138,3,0,0,12,0,3,0.147,0,0,0,3,15,12732,13437,24000,Low FICO
4,0,0,103,0,0,10,0,0,4,0.2635,0,0.693882,0,0,0,224892,236486,24000,High FICO
16,0,3,185,4,0,1,0,0,12,0.190681,0,0.219971,0,0,0,27287,55457,48000,High FICO
0,0,0,70,0,0,NULL,0,0,4,0.181705,0,0.857333,0,0,6,7307,14000,12812,Low FICO
6,0,5,161,0,1,17,9,0,5,0.511149,1,0,0,0,8,31032,30866,47000,Low FICO
2,0,6,158,0,0,12,0,0,2,0.13692,0,0,0,0,0,14208,19922,100000,Low FICO
0,0,1,204,0,0,NULL,0,0,1,0.282547,0,0,0,0,0,1133,0,31680,Low FICO
1,0,0,149,0,0,NULL,1,0,0,0,0,0,0,0,0,300,0,15000,Low FICO
0,0,5,101,1,0,1,1,0,1,6.1722,0,0,0,0,0,10287,300,20000,Low FICO
7,0,0,135,0,0,9,0,0,6,0.1664,0,0.828333,0,0,0,22256,23190,30000,Mid FICO
12,0,0,329,2,0,1,0,0,20,0.2724,1,0.52682,0,0,1,158466,191383,50000,High FICO
3,0,10,130,2,1,5,0,0,5,0,4,0,0,0,0,12138,11604,15000,Mid FICO
11,0,0,301,1,0,4,0,0,6,0.0679322,0,0.0832609,0,0,0,29934,37400,118000,High FICO
2,0,0,255,0,0,18,0,0,5,0.1599,0,0.934384,0,0,0,76594,79990,40000,High FICO
2,0,2,275,0,0,17,0,0,2,0.1368,0,0.886,0,0,7,2057,2246,30000,Mid FICO
1,0,2,13,0,0,NULL,1,0,0,19.4293,0,0,0,0,0,1237,0,764,Low FICO
7,0,1,98,0,0,6,0,0,13,0.594037,0,0.864884,0,0,0,43994,44396,40000,Mid FICO
1,0,1,316,1,1,2,4,0,2,0.2352,1,0.91,0,0,23,6570,19193,20000,Mid FICO
2,0,2,301,0,0,7,1,0,2,0.13746,0,0,0,0,0,5204,4750,50000,Low FICO
8,0,0,243,3,0,2,0,0,23,0.344256,2,0.753133,0,5,12,153928,195164,62500,Mid FICO
1,0,5,97,3,0,1,1,0,1,5.17431,0,0,0,0,0,27797,16457,26000,Low FICO
4,0,1,153,4,0,1,0,0,6,0.0574286,0,0.298571,0,0,0,15454,18874,28000,High FICO
4,0,3,65,0,0,11,0,0,5,0.1544,0,0.9626,0,0,0,16787,17677,30000,Mid FICO
