accounts_opened_last_24_months,bankruptcies_last_18_months,collections_excluding_medical,credit_history,credit_inquiries_last_6_months,judgements_last_18_months,months_since_most_recent_inquiry,ninety_plus_delinquencies_last_18_months,number_of_accounts_currently_30dpd,open_credit_accounts,pre_loan_debt_to_income,public_records,revolver_utilization,tax_liens_last_18_months,thirty_plus_delinquencies_last_3_months,thirty_plus_delinquencies_last_24_months,total_current_balance,total_high_credit_limit,annual_income,historical_result
1,0,2,132,7,0,0,0,0,2,0.09072,0,0,0,0,0,15571,20462,50000,1430
6,0,1,128,3,0,0,1,0,8,0.0862857,1,0.902308,0,0,0,41074,38127,84000,1560
1,0,5,81,0,0,9,1,0,0,0,0,0,0,0,0,11838,0,25000,530
3,0,1,17,0,0,12,0,0,3,0.021,0,0.185455,0,0,0,408,2200,20000,1910
1,0,0,189,1,0,4,0,0,1,3.51633,0,0,0,0,0,18143,17000,36000,1280
1,0,2,33,0,0,23,1,0,0,0.306,0,0,0,0,0,459,0,18000,190
6,0,0,31,13,0,1,0,0,8,0.087,0,0.694375,0,0,0,9708,9850,24000,1450
2,0,0,162,0,0,13,10,0,10,0.14239,0,1.33225,0,17,36,61753,50050,82000,850
3,0,1,57,0,0,13,0,0,4,0.488753,0,0.935,0,0,0,40617,46852,40000,1460
4,0,1,62,1,0,2,1,0,6,0.129818,0,0.507143,0,3,3,9507,8283,22000,980
5,0,1,281,0,0,8,5,0,7,0.281627,0,0.526331,0,0,23,106419,116860,103000,1480
2,0,3,261,3,1,1,29,0,10,0.3558,4,1.026,0,5,34,162675,143857,80000,310
8,0,0,114,0,0,6,1,0,20,0.479815,0,0.93046,0,0,2,194002,189943,65000,1750
13,0,0,223,8,0,1,0,0,7,0.13825,2,0.660597,0,2,2,36390,40503,96000,1850
6,0,0,49,1,0,0,0,0,12,0.119077,0,0.990549,0,0,0,26222,24689,26000,1510
8,0,0,153,2,0,0,0,0,15,0.156843,0,0.134093,0,0,0,198866,220826,42000,3030
2,0,6,208,1,1,1,1,0,6,0.314862,2,0,0,0,6,29185,30995,89182,910
13,0,2,122,8,0,0,0,0,14,0.567084,0,0.60008,0,1,2,57458,56705,25000,1260
2,0,1,98,6,0,0,1,0,2,0.192,1,0.644,0,1,15,9586,15159,24000,1140
2,0,0,88,0,0,17,0,0,12,0.464786,0,0.532691,0,0,0,47601,74329,35000,2560
3,1,3,266,4,0,0,4,0,13,0.40004,3,0,0,0,14,71557,50157,52500,1090
0,0,4,101,3,0,2,1,0,3,0.7728,0,0,0,0,0,31845,46954,15000,1370
3,0,2,158,1,0,3,6,0,2,17.819,1,0,0,0,23,104497,31378,25000,770
0,0,2,85,1,0,0,4,0,0,0.700645,0,0,0,0,0,1810,0,31000,50
5,1,3,106,14,0,0,0,0,10,0.481412,1,0.735484,0,0,2,11814,19509,34000,1690
3,0,1,78,2,0,1,0,0,8,0.174667,0,0.642291,0,0,0,130550,134665,9000,2060
1,0,0,108,0,0,8,0,1,2,0.406,0,0.914172,0,3,9,8483,16093,12000,1590
15,0,0,201,1,0,2,0,0,25,0.438769,0,0.606888,0,0,0,32007,55857,39000,2010
1,0,0,153,1,0,2,0,0,3,0.115615,1,0.923539,0,0,0,16439,17800,52000,2020
3,0,5,84,0,0,8,0,0,2,0.832,1,0,0,0,0,9798,9500,1500,1310
2,0,0,207,2,0,0,0,0,9,0.189333,0,0.635363,0,0,1,24563,44220,45000,2410
2,0,0,58,0,0,9,0,0,2,0.481586,0,0,0,0,0,37851,37887,21000,1550
2,0,0,212,1,0,2,0,0,7,0.160875,1,1.0544,0,1,1,19722,25580,32000,1360
2,0,4,153,8,0,2,2,0,2,30.4723,0,0,0,0,0,94972,96261,2014,850
5,0,5,310,0,0,6,4,0,9,0.17841,0,0.93,0,0,4,37805,40440,83000,1220
4,0,0,307,1,0,1,0,0,7,0.28272,0,0.129615,0,0,0,163278,206710,50000,3350
9,1,1,320,0,0,8,0,0,8,0.0466667,3,0,0,0,0,13000,134031,45000,1060
4,0,0,59,2,0,1,0,0,5,0.0646154,0,0.726129,0,0,0,124058,127200,23400,2020
3,0,3,197,1,2,2,2,0,1,0.718714,6,0.858,0,0,5,2576,500,28000,270
8,0,0,236,9,0,0,1,0,7,2.1816,1,0.703012,0,2,2,24616,22872,30000,1220
4,0,0,358,1,0,0,4,0,10,0.116932,0,0.134703,0,0,7,227126,306321,49875,2460
3,0,4,186,3,0,2,2,1,3,0.63713,0,0,0,3,3,65188,61410,43000,290
5,0,0,33,3,0,5,0,0,6,0.0280364,0,0.286832,0,0,0,3397,10600,55000,2090
1,0,0,9,0,0,null,0,0,0,0,0,0,0,0,0,0,0,85000,3090
5,0,0,291,4,0,3,0,0,7,0.070056,0,0.371063,0,0,6,360092,398613,225000,2290
1,0,0,19,0,0,19,0,0,1,0.005,0,0.606667,0,0,0,91,150,60000,2450
3,0,2,143,6,0,1,0,0,5,4.902,0,0.506,0,0,0,40232,47979,28000,1300
10,0,0,191,4,0,1,0,0,12,0.718565,0,0.766084,0,0,0,120769,145728,23000,2380
3,0,6,143,1,0,3,6,0,1,5.6856,0,1.00815,0,0,0,13324,1350,20000,40
4,0,1,208,2,0,0,0,0,12,0.15853,2,0.855137,0,2,2,417975,482099,88000,1600
11,0,0,57,1,0,4,0,0,15,0.332344,0,0.43299,0,0,0,32350,35100,32000,2320
3,0,5,388,0,0,7,10,0,6,2.42219,0,0.88,0,3,21,197217,163440,27000,1100
1,0,0,40,0,0,14,0,0,3,0.1705,0,0.975556,0,4,9,9242,16793,24000,780
10,0,0,62,1,0,5,1,0,11,0.479657,0,0.583644,0,3,4,43956,67595,35000,1550
2,0,1,125,6,0,1,18,0,2,0.139062,0,0,0,0,20,18062,19409,38400,1370
1,0,6,91,0,0,10,1,0,3,0.842,0,0,0,0,1,91440,100712,30000,1290
5,0,0,307,7,0,1,0,0,9,0.33036,0,0.408295,0,0,0,17047,22564,25000,1950
7,0,0,385,20,0,0,0,0,5,0.191333,1,0.92973,0,0,0,26870,28777,54000,1740
1,0,7,239,4,0,2,1,0,2,0.969,1,1.01,1,0,0,6905,24869,32000,1000
9,0,0,38,3,0,1,0,1,11,0.3111,0,0.941299,0,2,7,37131,40171,40000,960
0,0,6,86,1,0,4,1,0,0,4.0614,0,0,0,0,0,6689,0,20000,180
2,0,2,143,0,0,16,1,0,2,0.43536,0,0,0,2,9,12993,16070,25000,610
10,0,1,88,0,0,7,15,1,9,1.6824,0,0,0,4,25,72143,67707,35000,750
2,1,0,117,1,0,1,0,0,2,0.17,1,1.03188,0,0,0,12359,15495,18000,1390
9,0,0,103,3,0,1,0,0,15,0.226667,0,0.052043,0,0,1,55750,73270,45000,2620
0,0,2,125,0,0,6,4,0,1,0.897979,0,0,0,0,3,12266,10152,34000,790
2,0,2,107,11,0,1,0,0,2,0.70368,0,0.3,0,0,0,14525,12516,50000,1320
2,0,1,287,1,0,3,0,1,2,0.217585,0,0,0,2,2,5936,14330,53000,550
3,0,0,407,1,0,2,0,0,6,0.240679,0,0.444667,0,0,0,2976,51493,53000,1920
0,0,0,259,1,0,0,0,0,4,0.1338,0,0.661802,0,0,0,185285,240441,60000,3450
3,0,0,248,1,0,1,0,0,7,0.13824,0,0.212063,0,0,3,21568,24650,25000,1690
21,0,0,333,5,0,0,0,0,22,0.307177,0,0.272107,0,0,0,227689,246053,65500,1850
1,0,2,135,2,0,2,5,0,1,4.03668,0,0,0,0,9,29196,27622,7500,620
0,0,1,51,0,0,null,0,0,4,0.234,0,0.748293,0,0,1,22172,35923,28000,1680
2,0,1,169,0,0,15,41,0,1,1.05543,2,1.088,0,0,40,2375,500,21000,760
1,0,2,108,1,0,4,1,0,0,0.6156,3,0,0,0,0,1539,0,30000,230
2,0,7,142,1,0,3,0,1,1,6.25909,0,0,0,2,2,19131,18751,1760,250
2,0,5,103,0,1,10,30,1,2,0.278744,1,0,0,2,72,25946,19004,24840,260
2,0,3,99,0,0,6,1,0,1,0.235,0,0,0,0,0,6931,8195,14400,1000
2,0,0,67,0,0,6,0,0,14,0.3264,0,0.437431,0,0,0,76835,99366,35000,2090
2,0,1,309,1,0,3,20,0,4,0.0807643,2,0.729286,0,6,27,9768,1400,42000,900
17,0,0,249,8,0,0,0,3,14,0.352,0,1.01718,0,8,12,25696,26641,45000,580
0,0,2,221,0,0,9,1,0,0,28.7791,0,0,0,0,0,1379,0,575,100
30,0,0,175,15,0,0,0,0,33,0.405504,0,0.769869,0,0,0,248168,278661,84000,1760
4,0,1,93,7,0,4,0,0,4,0.148114,0,0.67069,0,0,0,20151,21713,35000,1720
3,0,4,115,0,0,18,0,0,6,0.148615,0,0.48,0,0,0,41526,37348,65000,1680
6,0,0,159,1,0,5,1,0,5,0.287455,0,0.646847,0,3,4,29489,36066,22000,1190
1,0,0,65,0,0,11,21,0,0,0.222778,1,0,0,0,28,401,0,21600,350
2,0,1,158,1,0,1,76,0,11,0.95952,0,0,0,30,182,175109,140453,25000,470
0,0,0,189,1,0,0,0,0,1,0.012495,1,0,0,0,0,1666,1666,40000,1560
1,0,7,266,3,0,2,4,0,14,0.309091,0,0,0,4,4,70753,62628,33000,1430
8,0,0,404,2,0,2,0,0,17,0.32748,0,0.753713,0,0,0,474602,571854,100000,2390
0,0,1,376,0,0,null,5,0,1,0.0615,1,0,0,1,21,1251,8404,40000,750
2,0,2,75,1,0,4,0,0,1,0.315176,0,0.985,0,0,0,1076,200,34000,880
1,0,0,318,7,0,0,6,0,3,0.172046,0,0.00866142,0,1,7,33127,43083,61060,1920
2,0,2,127,1,0,5,10,0,0,6.056,0,0,0,0,32,1514,0,3000,220
8,0,2,314,2,0,3,0,3,8,0.324024,3,0.857544,0,3,3,22406,43646,25000,910
2,0,0,135,3,0,1,0,0,7,0.210947,1,0.913668,0,2,2,26265,30540,38000,1480
12,0,6,182,4,0,0,0,1,8,0.524756,0,0.996,0,3,6,106889,114078,70000,1380
6,0,0,75,1,0,2,0,0,10,0.133486,0,0.373861,0,0,0,30277,62096,69850,2670
14,0,0,90,1,0,0,0,0,12,0.41175,0,0.653022,0,0,0,137982,159286,32000,2190
2,0,1,138,9,0,2,10,0,14,2.20919,0,0.98,0,2,13,211064,196293,73419,1400
4,0,1,133,0,0,10,14,0,15,0.1772,3,0.710426,0,0,32,34233,37525,60000,1580
8,0,6,129,8,0,0,1,0,7,0.4128,0,0,0,0,0,30913,25704,35000,1390
4,0,0,28,0,0,6,0,1,6,0.2216,0,0.78058,0,1,2,14925,26085,30000,1730
0,0,2,185,0,0,null,0,0,2,0.0222943,1,0,0,0,0,398,2655,35000,1740
8,0,3,97,2,0,1,0,0,17,0.244957,0,0.800556,0,1,1,69164,69741,46000,1290
4,0,5,260,2,0,1,8,0,3,0.1606,0,0.929568,0,3,22,36500,42363,60000,960
4,0,8,166,1,0,4,0,0,3,0.08976,0,0.827273,0,0,0,17124,20360,75000,1520
5,0,0,441,1,0,1,0,0,13,0.260667,0,0.298265,0,0,1,136259,187489,36000,2070
14,0,1,432,6,0,1,0,0,15,0.291247,1,0.757778,0,0,0,101781,120801,85000,1890
2,0,1,64,5,0,0,3,0,2,0.1632,0,1.49333,0,2,9,6679,7735,20000,470
3,0,0,356,2,0,1,0,0,4,0.266933,0,0.88,0,0,0,7490,27199,45000,1700
1,0,3,334,3,0,2,0,0,1,0.264251,0,0,0,0,0,24862,24796,24840,1220
13,0,3,294,7,0,0,0,0,11,0.209044,0,0.257902,0,0,0,31091,43076,43000,2020
9,0,0,147,0,0,8,0,0,26,0.553965,1,0.715334,0,0,0,110097,136498,60000,2300
3,0,0,71,0,0,null,0,0,7,0.142326,0,0.0858222,0,0,0,27634,57750,51600,3150
0,0,2,181,3,0,4,0,0,1,0.106364,0,0,0,0,0,4016,7922,22000,1340
6,0,0,51,0,0,13,0,0,3,0.198,0,0.145,0,0,0,24466,30633,30000,2290
0,0,0,73,3,0,0,1,0,3,0.0779727,0,0.882,0,0,7,8018,8000,33000,1090
7,0,0,56,3,0,3,4,0,5,0.139019,0,1.02163,0,4,10,6862,7208,26500,630
2,0,1,331,0,0,null,0,0,4,0.133785,0,0.953597,0,0,0,14447,15150,39520,1660
3,0,0,148,2,0,1,0,0,7,0.148885,0,0.466667,0,0,2,36377,34591,81000,2060
3,0,2,292,0,0,14,1,0,4,0.57756,0,0,0,3,14,80814,87961,100000,1160
0,1,1,125,0,0,11,0,0,3,0.36576,2,0,1,0,0,47650,47444,45000,960
1,0,7,105,22,0,0,0,0,2,4.8096,2,0,0,0,0,21151,34523,2500,1080
11,0,0,436,5,0,2,0,0,9,0.113538,5,0.550543,0,0,0,12622,55104,65000,1830
2,0,3,244,1,0,1,2,0,2,3.3352,0,0,0,1,3,25233,22930,3000,830
2,0,3,59,2,1,2,1,0,1,17.59,1,0,0,1,1,1759,497,1200,90
0,0,2,218,1,0,5,0,0,1,0.07611,0,0,0,0,0,2537,4466,10000,1510
0,0,3,103,0,0,7,0,0,1,0.07,0,0.567067,0,0,0,8506,15000,30000,1750
1,0,1,256,0,0,22,0,0,4,0.132667,0,0.955708,0,0,2,8099,12428,36000,1200
4,0,1,248,1,0,5,1,1,5,0.2656,0,0.141429,0,3,13,32313,39178,60000,1090
0,0,1,91,0,0,12,0,0,3,0.387,0,1.13275,0,0,1,30267,30040,25000,1350
0,0,1,53,7,0,0,0,0,5,0.19386,0,0,0,0,0,19386,17500,30000,1460
1,0,1,43,3,0,1,3,0,1,0.0125,0,2.29333,0,0,6,688,300,28800,680
4,0,2,60,5,0,1,2,1,3,0.309176,0,1.24667,0,4,5,6988,8675,17000,270
3,0,4,146,1,0,3,2,0,1,4.3445,0,0,0,0,0,19339,9998,24000,870
5,0,1,131,1,0,1,0,0,7,0.652916,1,0.974,0,0,0,24329,24337,80000,1560
1,0,2,69,1,0,0,0,0,1,0.58716,0,0,0,0,0,4893,4979,2500,1270
2,0,5,112,6,0,0,0,0,3,0.1746,0,0,0,0,1,30639,31402,20000,1000
5,0,0,144,1,0,0,0,1,4,0.1719,0,0.978571,0,1,1,129330,132185,40000,1160
6,0,0,281,1,0,1,0,0,6,0.0421846,0,0.348537,0,0,1,182552,212992,130000,2560
6,0,0,164,2,0,2,0,1,5,0.204,0,0.0545588,0,1,1,129462,138285,36000,1130
5,0,0,47,0,0,12,0,0,8,0.172711,0,0.214485,0,0,0,17784,30750,28704,2780
1,0,1,232,2,0,1,1,0,4,1.39968,0,0,0,0,0,9742,14494,25000,1240
2,0,3,208,0,0,14,5,0,1,1.012,0,0,0,3,7,6758,39900,24000,430
0,0,4,188,0,0,null,0,1,3,0.579055,0,0,0,4,7,191493,211749,55000,1040
7,0,6,144,2,0,0,0,0,4,0.12405,0,0.547273,0,0,4,13608,22203,80000,1480
3,0,1,333,4,0,0,0,0,5,0.621364,1,0.265315,1,0,0,37386,38249,80000,1900
2,0,0,204,0,0,null,1,0,3,3.1572,1,0,0,0,4,2631,26074,10000,460
11,0,1,95,4,0,3,4,1,4,2.3024,0,0.846333,0,5,11,58882,55580,30000,330
2,0,3,90,0,1,8,0,0,1,0.1038,1,0,0,2,12,12437,12437,40000,390
10,0,9,156,2,0,3,9,1,8,0.5012,0,0.676098,0,17,23,23974,22489,30000,700
1,0,2,57,10,1,1,1,0,2,0.918171,1,0,0,0,0,26241,30120,70000,100
6,0,0,220,0,0,15,0,0,12,0.13767,1,0.855229,0,0,1,23078,20400,100000,1580
3,0,0,4,9,0,1,0,0,3,0.25,0,0.4525,0,0,0,12685,12904,12000,1740
2,0,5,126,0,0,22,0,0,3,null,0,0,0,0,0,15336,4950,0,1090
3,0,0,72,4,0,0,0,0,2,0.45792,0,0,0,0,0,29358,56459,25000,2710
7,0,0,98,3,0,1,6,0,8,3.73586,0,0.761658,0,0,36,59525,51447,28000,1370
5,0,0,124,2,0,4,0,0,8,0.187154,0,0.849707,0,0,0,34298,43721,52000,2210
0,0,4,267,0,0,null,1,0,0,0.8828,2,0,0,0,0,2207,0,30000,250
11,0,0,63,2,0,3,0,0,10,0.197362,0,0.485532,0,0,0,50364,62637,47000,1960
6,0,4,213,0,0,8,1,0,8,0.864423,0,0,0,0,0,18580,16875,22000,1270
4,0,1,347,0,0,18,1,0,3,0.101657,1,0,0,0,0,2380,4778,70000,1120
5,0,3,166,0,0,7,0,0,8,1.23625,0,0.531761,0,0,1,50882,59901,65000,1580
8,0,0,290,3,0,1,0,0,8,0.0390735,0,0.171491,0,0,0,649131,826655,200000,3710
5,0,0,39,2,0,0,0,1,7,0.189,0,0.969524,0,1,7,14286,13947,20000,940
8,0,0,126,0,0,13,17,1,12,3.84581,1,1.37,0,15,31,154003,131046,31000,950
6,0,0,128,1,0,3,0,1,8,0.08784,0,0.448132,0,1,2,13155,18177,25000,1150
1,0,1,241,0,0,18,1,0,0,0,0,0,0,0,0,702,0,22596,400
3,0,0,152,0,0,13,0,0,3,0.0658667,0,0.108,0,1,1,20500,34100,90000,1880
14,0,3,193,5,0,1,8,0,17,1.488,0,0,0,3,9,89847,93927,31500,1160
1,0,0,62,1,0,0,1,0,0,0.58,0,0,0,0,0,1015,0,21000,200
6,0,1,208,5,0,0,5,0,8,0.392276,0,0.199051,0,0,11,164757,186324,58000,1800
5,0,2,42,3,0,3,5,1,3,23.29,0,0,0,6,15,16430,15145,1200,80
5,0,0,172,4,0,1,0,0,7,0.168444,0,0.794048,0,0,0,28978,54040,54000,2430
2,0,5,132,0,0,null,0,0,4,0.321714,0,0,0,0,0,7208,6334,21000,1510
2,0,4,411,0,0,8,0,0,5,0.0468493,0,0.54457,0,0,0,154478,162100,73000,1700
3,0,1,124,3,0,0,1,0,2,10.099,0,0,0,0,0,10348,9902,505,680
12,0,2,169,10,0,0,0,2,16,0.20856,0,0.681081,0,4,4,60548,58806,50000,660
2,0,6,108,3,0,0,29,0,10,0.102162,1,0,0,6,37,40433,32680,37000,750
3,0,2,172,9,0,0,1,0,14,0.30165,0,1.13714,0,1,5,82114,75036,46000,1220
1,0,1,290,0,0,6,0,0,1,2.03657,0,0,0,0,5,31665,10335,70000,910
6,0,2,67,0,0,13,0,0,10,0,0,0,0,0,0,31600,31402,8000,1530
8,0,0,53,3,0,1,0,0,6,0.3822,0,0.378462,0,0,0,160382,167743,20000,2830
5,1,4,322,8,0,2,0,0,5,0.217125,6,0.817647,0,0,0,19898,20278,32000,1310
6,0,0,278,4,0,2,0,0,9,1.08352,2,0.701905,0,0,0,70589,71781,37500,1670
2,0,0,154,9,0,1,12,0,4,0.518743,1,0,0,9,12,24187,18590,35000,380
2,0,1,48,2,0,1,0,0,2,0.015,0,0.733,0,0,0,733,1000,40000,1100
3,0,0,95,0,0,15,3,1,6,1.017,0,0.983582,0,4,24,45890,56888,40500,1070
16,0,0,205,7,0,0,0,0,10,0.164167,1,0.302339,0,0,1,37749,35686,67000,1720
8,0,1,117,12,0,1,1,0,14,0.272267,0,0.614783,0,0,5,54856,59484,45000,1880
8,0,0,37,9,0,0,0,0,10,0.523905,0,0.551714,0,0,0,29902,34875,20000,2240
7,0,6,121,5,0,2,9,0,11,0.6372,0,0.752157,0,0,15,56647,26300,60000,1280
2,0,1,268,3,0,0,6,0,2,1.1904,1,0,0,0,0,15300,23760,40000,980
6,0,1,148,0,0,9,0,0,13,0.2544,0,0.973103,0,0,0,59648,56946,30000,1750
2,0,0,7,0,0,7,0,0,2,0.049,0,null,0,0,0,694,1174,24000,2090
2,0,0,100,1,0,2,0,0,2,0.00857143,0,0.479667,0,0,0,2878,6000,70000,2660
1,0,2,112,1,0,2,15,0,10,0.1947,0,0.68,0,0,22,43063,34400,40000,1700
1,0,0,97,3,0,0,8,0,6,0.279192,0,0.918812,0,0,13,34554,51306,50000,2040
5,0,4,169,0,0,18,10,0,6,0.697448,0,1.012,0,3,5,86253,82119,58000,540
0,0,1,240,1,0,5,4,0,5,8.38842,0,0,0,0,6,59854,44734,30000,1120
2,0,2,182,0,0,13,12,0,4,0.71232,1,1.0015,0,3,10,9357,15503,25000,960
2,0,1,143,1,0,5,2,0,1,3.7272,0,0.813333,0,0,0,9532,300,30000,760
9,0,8,145,0,0,8,2,0,15,2.0592,1,0.904,0,0,0,70401,68252,25000,1360
2,0,1,37,1,0,2,14,0,2,0.046125,0,1.03867,0,0,26,3116,3000,32000,1560
5,0,7,293,1,0,5,0,0,7,0.14976,1,0.654898,0,0,0,24361,37824,50000,1690
2,0,2,306,0,0,12,1,0,3,0.114545,0,0.298305,0,0,0,24772,28613,55000,1310
18,0,0,122,7,0,1,0,0,16,0.35375,0,0.88937,0,0,0,486245,517229,96000,2060
0,0,1,174,6,0,1,0,0,0,1.4406,0,0,0,0,0,2401,0,20000,160
4,0,0,16,1,0,5,0,0,5,0.1656,0,0.126486,0,0,0,8464,21649,20000,2170
11,0,0,391,0,0,14,0,0,12,0.210522,10,0.299446,1,0,0,22007,31190,46000,1860
1,0,4,257,0,0,null,2,0,6,0.189808,1,0.993684,0,0,4,161100,262423,83200,1580
1,0,5,288,0,0,16,1,0,9,13.1149,1,0,0,0,2,42302,23091,16000,1400
4,0,4,184,3,0,0,10,0,10,0.22284,1,0.170769,0,0,16,32482,33470,30000,1460
3,0,1,88,2,0,2,1,0,5,0.3504,0,0.656,0,0,1,23058,24557,20000,1190
8,0,0,89,9,0,1,2,0,6,1.17986,0,0.917188,0,0,0,47408,48057,28000,1400
4,0,2,149,6,0,1,0,0,2,0.5192,0,0,0,0,0,26639,26639,15000,960
5,0,0,142,2,0,5,6,0,5,0.21584,0,1.47333,0,6,10,46476,48443,75000,1200
10,0,0,237,2,0,0,0,0,7,0.156403,0,0.440986,0,0,0,13900,19693,35000,2350
0,0,0,231,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,690
13,0,0,70,10,0,1,0,0,15,0.361826,0,0.747784,0,0,0,254116,258906,35000,1880
11,0,0,38,1,0,0,0,0,13,1.47584,0,0.769283,0,1,4,65815,72359,15000,2040
1,0,3,44,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1000,950
1,0,1,178,0,0,7,0,0,11,0.0813714,1,0.665,1,0,3,119855,92399,105000,1960
14,0,2,316,3,0,0,0,0,16,0.324,0,0.528936,0,0,0,9574,16450,48000,1760
1,0,1,198,0,0,15,13,1,5,0.46573,0,1.2744,0,14,34,41367,36652,37000,0
11,0,0,169,3,0,1,0,0,19,0.452622,0,0.973492,0,0,0,92623,96969,65000,2280
6,0,8,181,3,0,1,0,0,9,0.187645,1,0.964216,0,0,1,247931,249979,56000,1590
1,0,1,120,0,0,16,1,0,13,0.0910843,0,0.689313,0,1,9,109785,133369,83000,1720
3,0,1,115,1,0,1,1,0,4,2.93564,0,0.507389,0,1,5,68495,50015,33000,580
8,0,1,384,3,0,2,0,0,9,0.455118,4,0.925,0,0,0,58955,49493,100000,1870
10,0,0,273,4,0,0,0,0,14,0.11322,1,0.251607,0,0,0,17180,39550,65000,2650
0,0,0,269,0,0,null,13,0,0,0,0,0,0,0,19,0,0,42000,1280
8,0,0,82,2,0,1,6,0,4,0.657382,0,1.03,0,0,10,22567,38054,55000,1190
0,0,4,62,1,1,2,50,0,0,51.804,3,0,1,0,56,4210,0,1000,0
3,0,6,292,2,2,0,1,0,3,5.2784,8,0,0,0,5,67859,60076,30000,820
2,0,5,89,3,0,2,1,0,2,2.1128,0,0.58,0,0,0,23702,22334,15000,1040
2,0,0,52,0,0,16,0,0,6,0.0993988,0,0.783708,0,0,0,8321,11696,29940,2260
2,0,11,215,5,0,0,1,0,0,0,0,0,0,2,7,0,0,30000,10
3,0,2,68,1,0,0,0,0,6,0.0364138,0,0,0,0,0,15557,14617,29000,1670
0,0,9,90,1,0,5,0,0,10,1.08462,0,0,0,0,0,17219,26536,13000,1420
1,0,5,292,3,0,1,0,0,7,0.5304,2,1.01333,1,0,0,18026,34667,30000,1250
1,0,0,392,0,0,8,0,2,7,0.3495,0,1.06,0,3,15,232150,280423,40000,1240
9,0,0,202,0,0,null,0,0,10,0.331749,0,0.933122,0,0,2,53264,69255,59000,1980
1,0,5,197,3,0,1,34,0,2,0.794183,0,0,0,0,32,28066,33464,43320,410
14,0,0,364,10,0,1,0,0,28,0.402408,0,0.658973,0,0,0,126800,169768,75000,2070
1,0,2,119,0,0,9,1,0,2,0.0281724,0,0.5175,0,0,3,11117,11973,67300,1360
6,0,1,58,2,0,2,0,0,7,0.288,0,1.00889,0,1,8,125703,132841,80000,900
7,0,0,310,13,0,0,2,0,10,0.031911,1,0.337694,0,0,6,3588,10625,98900,1820
2,0,0,50,0,0,22,0,0,9,0.103029,0,0.5936,0,0,0,114989,125574,70000,2470
17,0,0,413,5,0,1,0,0,29,8.93468,1,0.884968,0,0,0,85965,100157,4000,1980
4,0,0,62,0,0,10,0,0,4,0.0377143,0,0.705667,0,0,0,15851,18500,35000,2570
3,0,2,48,0,0,11,3,0,0,223.04,0,0,0,0,0,2788,0,150,100
1,0,1,110,3,0,4,4,0,3,0.222549,0,0,0,2,5,19384,27907,100000,1200
1,0,0,50,0,0,22,1,0,2,0.167786,0,0.688049,0,0,0,3973,4100,23673,1400
2,0,0,6,2,0,1,0,0,2,0.518571,0,0.971667,0,0,0,1400,1417,19600,1860
2,0,0,133,4,0,2,0,0,12,0.483046,0,0.570652,0,0,0,59498,74940,47193,2700
27,0,1,310,11,0,0,0,0,18,0.1448,0,0.240103,0,0,0,44875,87385,105000,2110
3,0,4,246,0,0,9,10,0,6,0.188,0,0.812258,0,6,10,28343,30068,42000,1210
0,0,3,195,4,0,1,1,0,2,0.201579,1,0,0,1,5,27981,30760,22800,570
1,0,2,59,0,0,23,1,0,1,1.99727,0,0,0,0,4,9796,6948,733,990
2,0,1,207,0,0,9,0,0,3,0.268277,0,0.958,0,0,1,16159,18695,47000,1440
1,0,1,126,1,0,3,1,0,2,0.696571,0,0,0,0,11,157467,168338,21000,590
7,0,0,43,1,0,1,0,0,5,0.0621333,0,0.976667,0,1,1,11074,11810,45000,2030
5,0,0,340,0,0,21,2,0,0,1.2249,1,0,0,0,0,11069,0,40000,860
2,0,0,129,0,0,null,0,0,6,0.182743,0,0.726667,0,0,8,26075,36320,35000,2130
1,0,0,13,1,0,5,4,0,0,0.501333,0,0,0,3,6,1024,0,9000,280
4,0,2,239,0,0,12,0,0,4,0.091102,0,0.115455,0,1,1,25086,33829,49000,2130
2,0,0,245,0,0,22,0,0,17,0.0956571,0,0.502833,0,0,2,90386,71720,35000,2150
1,0,7,112,2,0,0,0,0,1,0.00728155,0,1.035,0,0,1,207,200,41200,780
8,0,0,168,1,0,4,0,0,14,0.229386,0,0.528432,0,0,0,225735,246560,50000,2410
15,0,0,360,8,0,2,0,1,27,0.439385,1,0.695074,0,1,1,64282,83386,65000,1410
2,0,4,321,4,0,2,2,0,0,0.276667,1,0,0,0,0,415,0,18000,120
3,0,0,180,2,0,1,0,0,14,0.434169,0,0.59823,0,0,2,212124,221326,35000,1600
1,0,7,147,8,0,3,0,0,2,0.104,0,null,0,0,0,1721,1878,18000,1300
9,0,2,158,1,0,4,0,1,7,0.2256,1,0.848788,0,1,2,27602,29744,40000,1220
9,0,0,240,2,0,0,0,0,13,0.285517,0,0.18204,0,0,0,188406,204390,43500,2770
3,0,0,217,2,0,2,0,0,4,0.1128,0,0.292625,0,0,1,22915,39834,75000,1870
1,0,0,75,0,0,null,0,0,2,0.1868,0,0.066,0,0,0,41502,43370,30000,1860
0,0,0,150,0,0,null,0,0,6,0,1,0,0,0,0,0,0,60000,0
2,0,1,496,2,0,2,0,0,9,0.08622,1,0.420038,0,0,5,240580,256832,85000,2240
2,0,0,109,7,0,0,0,0,9,1.72604,0,0.908593,0,0,3,213195,212036,37000,1930
3,0,0,229,0,0,7,0,0,8,0.11469,1,0.418351,0,0,0,492016,523577,130000,2680
